"REMIND_variable";"Comment";"JRC_variable";"JRC_Excel";"JRC_spreadsheet";"JRC_line ";"Weight";"Unit_REMIND";"Unit_JRC";"Factor";"JRC_complete"
"FE|Industry|Liquids|other";"Primary steel";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"ISI_fec";11;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Low enthalpy heat|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|other";"Primary steel";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"ISI_fec";17;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Sinter/Pellet making|Residual fuel oil"
"FE|Industry|Liquids|other";"Primary steel";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"ISI_fec";24;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Blast /Basic oxygen furnace|Residual fuel oil"
"FE|Industry|Liquids|other";"Primary steel";"LPG";"JRC-IDEES-2015_Industry_";"ISI_fec";29;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Furnaces, Refining and Rolling|Steel: Furnaces, Refining and Rolling - Thermal|LPG"
"FE|Industry|Liquids|other";"Primary steel";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"ISI_fec";30;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Furnaces, Refining and Rolling|Steel: Furnaces, Refining and Rolling - Thermal|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|other";"Primary steel";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"ISI_fec";31;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Furnaces, Refining and Rolling|Steel: Furnaces, Refining and Rolling - Thermal|Residual fuel oil"
"FE|Industry|Liquids|other";"Primary steel";"LPG";"JRC-IDEES-2015_Industry_";"ISI_fec";36;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Thermal|LPG"
"FE|Industry|Liquids|other";"Primary steel";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"ISI_fec";37;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Thermal|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|other";"Primary steel";"LPG";"JRC-IDEES-2015_Industry_";"ISI_fec";42;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Steam|LPG"
"FE|Industry|Liquids|other";"Primary steel";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"ISI_fec";43;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Steam|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|other";"Primary steel";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"ISI_fec";44;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Steam|Residual fuel oil"
"FE|Industry|Liquids|other";"Primary steel";"Other liquids";"JRC-IDEES-2015_Industry_";"ISI_fec";45;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Steam|Other liquids"
"FE|Industry|Liquids|other";"Secondary Steel ";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"ISI_fec";59;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Low enthalpy heat|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|other";"Secondary Steel ";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"ISI_fec";65;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Smelters|Residual fuel oil"
"FE|Industry|Liquids|other";"Secondary Steel ";"LPG";"JRC-IDEES-2015_Industry_";"ISI_fec";72;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Furnaces, Refining and Rolling|Steel: Furnaces, Refining and Rolling - Thermal|LPG"
"FE|Industry|Liquids|other";"Secondary Steel ";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"ISI_fec";73;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Furnaces, Refining and Rolling|Steel: Furnaces, Refining and Rolling - Thermal|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|other";"Secondary Steel ";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"ISI_fec";74;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Furnaces, Refining and Rolling|Steel: Furnaces, Refining and Rolling - Thermal|Residual fuel oil"
"FE|Industry|Liquids|other";"Secondary Steel ";"LPG";"JRC-IDEES-2015_Industry_";"ISI_fec";79;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Products finishing|Steel: Products finishing - Thermal|LPG"
"FE|Industry|Liquids|other";"Secondary Steel ";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"ISI_fec";80;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Products finishing|Steel: Products finishing - Thermal|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|other";"Secondary Steel ";"LPG";"JRC-IDEES-2015_Industry_";"ISI_fec";85;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Products finishing|Steel: Products finishing - Steam|LPG"
"FE|Industry|Liquids|other";"Secondary Steel ";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"ISI_fec";86;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Products finishing|Steel: Products finishing - Steam|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|other";"Secondary Steel ";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"ISI_fec";87;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Products finishing|Steel: Products finishing - Steam|Residual fuel oil"
"FE|Industry|Liquids|other";"Secondary Steel ";"Other liquids";"JRC-IDEES-2015_Industry_";"ISI_fec";88;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Products finishing|Steel: Products finishing - Steam|Other liquids"
"FE|Industry|Liquids|other";"Cement";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"NMM_fec";11;-1;"EJ/yr";"ktoe";4.1868E-05;"Non-metallic mineral products|Final Energy Consumption|Cement|Low enthalpy heat|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|other";"Cement";"LPG";"JRC-IDEES-2015_Industry_";"NMM_fec";19;-1;"EJ/yr";"ktoe";4.1868E-05;"Non-metallic mineral products|Final Energy Consumption|Cement|Cement: Pre-heating and pre-calcination|Cement: pre-processing - Fuel use|LPG"
"FE|Industry|Liquids|other";"Cement";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"NMM_fec";20;-1;"EJ/yr";"ktoe";4.1868E-05;"Non-metallic mineral products|Final Energy Consumption|Cement|Cement: Pre-heating and pre-calcination|Cement: pre-processing - Fuel use|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|other";"Cement";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"NMM_fec";21;-1;"EJ/yr";"ktoe";4.1868E-05;"Non-metallic mineral products|Final Energy Consumption|Cement|Cement: Pre-heating and pre-calcination|Cement: pre-processing - Fuel use|Residual fuel oil"
"FE|Industry|Liquids|other";"Cement";"Other liquids";"JRC-IDEES-2015_Industry_";"NMM_fec";22;-1;"EJ/yr";"ktoe";4.1868E-05;"Non-metallic mineral products|Final Energy Consumption|Cement|Cement: Pre-heating and pre-calcination|Cement: pre-processing - Fuel use|Other liquids"
"FE|Industry|Liquids|other";"Cement";"LPG";"JRC-IDEES-2015_Industry_";"NMM_fec";28;-1;"EJ/yr";"ktoe";4.1868E-05;"Non-metallic mineral products|Final Energy Consumption|Cement|Cement: Pre-heating and pre-calcination|Cement: pre-processing - Steam|LPG"
"FE|Industry|Liquids|other";"Cement";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"NMM_fec";29;-1;"EJ/yr";"ktoe";4.1868E-05;"Non-metallic mineral products|Final Energy Consumption|Cement|Cement: Pre-heating and pre-calcination|Cement: pre-processing - Steam|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|other";"Cement";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"NMM_fec";30;-1;"EJ/yr";"ktoe";4.1868E-05;"Non-metallic mineral products|Final Energy Consumption|Cement|Cement: Pre-heating and pre-calcination|Cement: pre-processing - Steam|Residual fuel oil"
"FE|Industry|Liquids|other";"Cement";"Other liquids";"JRC-IDEES-2015_Industry_";"NMM_fec";31;-1;"EJ/yr";"ktoe";4.1868E-05;"Non-metallic mineral products|Final Energy Consumption|Cement|Cement: Pre-heating and pre-calcination|Cement: pre-processing - Steam|Other liquids"
"FE|Industry|Liquids|other";"Cement";"LPG";"JRC-IDEES-2015_Industry_";"NMM_fec";38;-1;"EJ/yr";"ktoe";4.1868E-05;"Non-metallic mineral products|Final Energy Consumption|Cement|Cement: Clinker production (kilns)|LPG"
"FE|Industry|Liquids|other";"Cement";"Diesel oil (incl. biofuels)";"JRC-IDEES-2015_Industry_";"NMM_fec";39;-1;"EJ/yr";"ktoe";4.1868E-05;"Non-metallic mineral products|Final Energy Consumption|Cement|Cement: Clinker production (kilns)|Diesel oil (incl. biofuels)"
"FE|Industry|Liquids|other";"Cement";"Residual fuel oil";"JRC-IDEES-2015_Industry_";"NMM_fec";40;-1;"EJ/yr";"ktoe";4.1868E-05;"Non-metallic mineral products|Final Energy Consumption|Cement|Cement: Clinker production (kilns)|Residual fuel oil"
"FE|Industry|Liquids|other";"Cement";"Other liquids";"JRC-IDEES-2015_Industry_";"NMM_fec";41;-1;"EJ/yr";"ktoe";4.1868E-05;"Non-metallic mineral products|Final Energy Consumption|Cement|Cement: Clinker production (kilns)|Other liquids"
"FE|Industry|Gases|other";"Energy consumption ";"Gases";"JRC-IDEES-2015_Industry_";"Ind_Summary";39;1;"EJ/yr";"ktoe";4.1868E-05;"Industry Summary|Energy consumption|by fuel (EUROSTAT DATA)|Gases"
"FE|Industry|Gases|other";"Energy consumption ";"Biogas";"JRC-IDEES-2015_Industry_";"Ind_Summary";44;1;"EJ/yr";"ktoe";4.1868E-05;"Industry Summary|Energy consumption|by fuel (EUROSTAT DATA)|RES and wastes|Biogas"
"FE|Industry|Gases|other";"Non-energy use";"Gas";"JRC-IDEES-2015_Industry_";"Ind_Summary";89;1;"EJ/yr";"ktoe";4.1868E-05;"Industry Summary|Non-energy use|by fuel (EUROSTAT DATA)|Gas"
"FE|Industry|Gases|other";"Agriculture/Forestry/Fishing";"Gases";"JRC-IDEES-2015_EnergyBalance_";"cagr";52;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|Gases"
"FE|Industry|Gases|other";"Agriculture/Forestry/Fishing";"Biogas";"JRC-IDEES-2015_EnergyBalance_";"cagr";71;1;"EJ/yr";"ktoe";4.1868E-05;"Energy|Agriculture+Forestry+Fishing|Biogas"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"CHI_fec";12;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Low enthalpy heat|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Refinery gas";"JRC-IDEES-2015_Industry_";"CHI_fec";26;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Steam processing|Refinery gas"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"CHI_fec";31;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Steam processing|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Derived gases";"JRC-IDEES-2015_Industry_";"CHI_fec";32;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Steam processing|Derived gases "
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"CHI_fec";41;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Furnaces|Chemicals: Furnaces - Thermal|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Chemicals: Process cooling - Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"CHI_fec";44;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Refinery gas";"JRC-IDEES-2015_Industry_";"CHI_fec";47;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Refinery gas"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"CHI_fec";52;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Derived gases";"JRC-IDEES-2015_Industry_";"CHI_fec";53;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Basic chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Derived gases "
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"CHI_fec";67;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Low enthalpy heat|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Refinery gas";"JRC-IDEES-2015_Industry_";"CHI_fec";73;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|Refinery gas "
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"CHI_fec";78;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Derived gases";"JRC-IDEES-2015_Industry_";"CHI_fec";79;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|Derived gases"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"CHI_fec";89;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: Furnaces|Chemicals: Furnaces - Thermal|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Chemicals: Process cooling - Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"CHI_fec";92;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Refinery gas";"JRC-IDEES-2015_Industry_";"CHI_fec";95;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Refinery gas"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"CHI_fec";100;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Derived gases";"JRC-IDEES-2015_Industry_";"CHI_fec";101;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Other chemicals|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Derived gases "
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"CHI_fec";115;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Low enthalpy heat|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Refinery gas";"JRC-IDEES-2015_Industry_";"CHI_fec";121;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|Refinery gas"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"CHI_fec";126;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|Natural gas (incl. biogas) "
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Derived gases";"JRC-IDEES-2015_Industry_";"CHI_fec";127;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: High enthalpy heat processing|High enthalpy heat processing - Steam|Derived gases"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"CHI_fec";137;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: Furnaces|Chemicals: Furnaces - Thermal|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Chemicals: Process cooling - Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"CHI_fec";140;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: Process cooling|Chemicals: Process cooling - Natural gas (incl. biogas) "
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Refinery gas";"JRC-IDEES-2015_Industry_";"CHI_fec";143;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Refinery gas "
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"CHI_fec";148;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Chemicals (including feedstocks)";"Derived gases";"JRC-IDEES-2015_Industry_";"CHI_fec";149;-1;"EJ/yr";"ktoe";4.1868E-05;"Chemicals Industry|Final Energy Consumption|Pharmaceutical products etc.|Chemicals: Process cooling|Chemicals: Process cooling - Steam|Derived gases"
"FE|Industry|Gases|other";"Primary steel";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"ISI_fec";12;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Low enthalpy heat|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Primary steel";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"ISI_fec";18;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Sinter/Pellet making|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Primary steel";"Derived gases";"JRC-IDEES-2015_Industry_";"ISI_fec";19;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Sinter/Pellet making|Derived gases"
"FE|Industry|Gases|other";"Primary steel";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"ISI_fec";25;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Blast /Basic oxygen furnace|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Primary steel";"Derived gases";"JRC-IDEES-2015_Industry_";"ISI_fec";26;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Blast /Basic oxygen furnace|Derived gases"
"FE|Industry|Gases|other";"Primary steel";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"ISI_fec";32;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Furnaces, Refining and Rolling|Steel: Furnaces, Refining and Rolling - Thermal|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Primary steel";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"ISI_fec";38;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Thermal|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Primary steel";"Refinery gas";"JRC-IDEES-2015_Industry_";"ISI_fec";41;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Steam|Refinery gas"
"FE|Industry|Gases|other";"Primary steel";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"ISI_fec";46;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Steam|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Primary steel";"Derived gases";"JRC-IDEES-2015_Industry_";"ISI_fec";47;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Integrated steelworks|Steel: Products finishing|Steel: Products finishing - Steam|Derived gases"
"FE|Industry|Gases|other";"Secondary Steel ";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"ISI_fec";60;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Low enthalpy heat|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Secondary Steel ";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"ISI_fec";66;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Smelters|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Secondary Steel ";"Derived gases";"JRC-IDEES-2015_Industry_";"ISI_fec";67;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Smelters|Derived gases"
"FE|Industry|Gases|other";"Secondary Steel ";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"ISI_fec";75;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Furnaces, Refining and Rolling|Steel: Furnaces, Refining and Rolling - Thermal|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Secondary Steel ";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"ISI_fec";81;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Products finishing|Steel: Products finishing - Thermal|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Secondary Steel ";"Refinery gas";"JRC-IDEES-2015_Industry_";"ISI_fec";84;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Products finishing|Steel: Products finishing - Steam|Refinery gas"
"FE|Industry|Gases|other";"Secondary Steel ";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"ISI_fec";89;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Products finishing|Steel: Products finishing - Steam|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Secondary Steel ";"Derived gases";"JRC-IDEES-2015_Industry_";"ISI_fec";90;-1;"EJ/yr";"ktoe";4.1868E-05;"Iron and Steel|Final Energy Consumption|Electric arc|Steel: Products finishing|Steel: Products finishing - Steam|Derived gases"
"FE|Industry|Gases|other";"Cement";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"NMM_fec";12;-1;"EJ/yr";"ktoe";4.1868E-05;"Non-metallic mineral products|Final Energy Consumption|Cement|Low enthalpy heat|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Cement";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"NMM_fec";23;-1;"EJ/yr";"ktoe";4.1868E-05;"Non-metallic mineral products|Final Energy Consumption|Cement|Cement: Pre-heating and pre-calcination|Cement: pre-processing - Fuel use|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Cement";"Refinery gas";"JRC-IDEES-2015_Industry_";"NMM_fec";27;-1;"EJ/yr";"ktoe";4.1868E-05;"Non-metallic mineral products|Final Energy Consumption|Cement|Cement: Pre-heating and pre-calcination|Cement: pre-processing - Steam|Refinery gas"
"FE|Industry|Gases|other";"Cement";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"NMM_fec";32;-1;"EJ/yr";"ktoe";4.1868E-05;"Non-metallic mineral products|Final Energy Consumption|Cement|Cement: Pre-heating and pre-calcination|Cement: pre-processing - Steam|Natural gas (incl. biogas)"
"FE|Industry|Gases|other";"Cement";"Derived gases";"JRC-IDEES-2015_Industry_";"NMM_fec";33;-1;"EJ/yr";"ktoe";4.1868E-05;"Non-metallic mineral products|Final Energy Consumption|Cement|Cement: Pre-heating and pre-calcination|Cement: pre-processing - Steam|Derived gases"
"FE|Industry|Gases|other";"Cement";"Natural gas (incl. biogas)";"JRC-IDEES-2015_Industry_";"NMM_fec";42;-1;"EJ/yr";"ktoe";4.1868E-05;"Non-metallic mineral products|Final Energy Consumption|Cement|Cement: Clinker production (kilns)|Natural gas (incl. biogas)"
